EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AverageWorkingHours,rateOfAttrition
2642,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7,14,1,18,1,7,1,7,1,4,3,3,3,7.399939103,0.388888889
2643,38,No,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20290,3,11,1,20,3,18,1,11,2,3,3,2,3,7.098680556,0.15
2644,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1,12,2,14,3,14,5,7,3,4,3,3,3,7.344981838,0.071428571
2645,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1,17,1,16,3,16,6,8,3,4,3,3,3,8.657133547,0.0625
2646,25,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0,21,0,6,2,5,0,4,1,3,2,3,4,7.165621795,0
2647,52,No,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2,16,1,16,3,9,0,0,1,4,2,3,3,6.366660256,0.125
2648,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6,15,0,6,2,4,1,2,2,4,3,3,3,10.18915171,1
2649,21,No,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1,19,3,2,0,2,1,2,3,1,3,3,3,7.325576923,0.5
2650,39,No,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2,12,1,21,4,6,1,3,4,4,2,4,3,5.489189103,0.095238095
2651,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1,11,0,1,3,1,1,0,4,1,2,3,3,7.131272436,1
2652,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0,19,0,10,2,9,3,4,1,4,3,3,3,6.89679594,0
2653,36,No,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7,15,0,18,3,4,0,2,4,2,3,2,3,7.162903846,0.388888889
2654,56,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1,20,0,13,6,13,1,9,3,3,2,2,4,5.958100427,0.076923077
2655,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Sales Representative,Married,29960,9,25,0,4,4,2,2,2,1,4,4,3,4,9.747430556,2.25
2656,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5,24,2,24,3,22,4,14,1,3,2,2,4,6.697209402,0.208333333
2657,56,Yes,Travel_Rarely,Sales,10,4,Other,Male,2,Sales Executive,Married,40780,8,24,1,14,3,10,9,8,4,3,1,3,4,6.183945513,0.571428571
2658,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0,15,1,21,3,20,0,10,1,2,3,4,3,7.091342949,0
2659,34,No,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1,13,1,8,3,8,1,7,4,3,3,3,3,6.536935897,0.125
2660,36,No,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1,14,0,15,3,15,11,11,4,4,2,3,3,7.161102564,0.066666667
2661,41,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2,13,0,14,3,5,0,4,3,2,3,3,3,6.483732906,0.142857143
2662,32,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1,11,0,4,3,4,1,2,4,1,3,3,3,6.105338675,0.25
2663,35,No,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1,16,1,9,3,9,1,7,3,4,3,3,3,9.719836538,0.111111111
2664,38,No,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1,22,0,10,3,10,1,9,1,4,3,2,4,6.488505342,0.1
2665,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7,14,1,12,2,6,0,1,2,3,3,2,3,6.504683761,0.583333333
2666,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4,14,0,8,1,6,0,0,2,4,2,2,3,5.813115385,0.5
2667,45,No,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8,16,1,8,2,5,0,1,4,3,3,4,3,5.451057692,1
2668,40,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2,11,1,8,6,2,2,2,3,3,3,3,3,5.571130342,0.25
2669,35,No,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1,25,0,10,2,10,0,2,3,3,4,2,4,7.897637821,0.1
2670,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2,14,1,20,2,5,0,2,3,3,3,3,3,6.640561966,0.1
2671,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1,18,0,4,3,4,1,1,3,4,3,3,3,6.050600427,0.25
2672,29,No,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4,11,0,10,5,4,0,3,4,2,3,2,3,8.966274573,0.4
2673,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1,19,0,5,3,5,0,4,4,1,1,3,3,5.316803419,0.2
2674,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,3,2,0,4,1,3,3,3,8.636990385,0.2
2675,39,No,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0,11,0,21,3,20,9,6,2,4,2,4,3,6.716518162,0
2676,31,No,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0,12,0,10,3,9,1,7,2,1,3,3,3,6.562969017,0
2677,26,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0,20,0,5,3,4,0,0,4,3,3,3,4,6.597108974,0
2678,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4,12,0,17,2,5,0,3,3,4,3,3,3,7.223617521,0.235294118
2679,39,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4,14,2,9,3,7,1,7,4,1,3,3,3,5.618922009,0.444444444
2680,27,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1,20,1,6,3,6,0,3,2,2,3,3,4,8.544976496,0.166666667
2681,49,No,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2,18,1,17,2,9,0,8,4,2,2,2,3,5.774310897,0.117647059
2682,34,No,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2,14,1,6,6,4,1,2,2,3,4,3,3,5.748784188,0.333333333
2683,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8,12,1,8,2,6,0,5,2,4,1,3,3,7.833973291,1
2684,49,No,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1,21,1,10,2,10,1,7,3,2,3,3,4,5.873373932,0.1
2685,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6,19,0,7,2,0,0,0,4,3,3,3,3,7.544839744,0.857142857
2686,33,No,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1,14,0,8,3,8,3,0,4,3,3,3,3,8.455667735,0.125
2687,27,No,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9,17,1,6,3,2,2,2,1,2,3,2,3,5.944860043,1.5
2688,32,No,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0,16,1,8,2,7,3,6,4,4,2,2,3,6.605607906,0
2689,59,No,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4,12,1,12,3,1,0,0,3,1,2,3,3,9.164487179,0.333333333
2690,30,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1,17,2,1,2,1,0,0,4,3,3,3,3,5.757017094,1
2691,38,No,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0,15,1,10,1,9,1,8,4,3,3,3,3,7.406315171,0
2692,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6,23,1,17,2,7,7,7,3,3,2,3,4,6.827911325,0.352941176
2693,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0,11,0,6,2,5,0,3,1,2,3,3,3,6.805790598,0
2694,29,No,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0,11,1,10,3,9,0,8,4,3,3,2,3,9.573839744,0
2695,31,No,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1,15,1,5,3,5,4,3,1,3,2,3,3,5.82375641,0.2
2696,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0,11,3,3,1,2,1,2,2,4,3,2,3,6.772144231,0
2698,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1,14,0,10,3,10,8,8,2,1,3,4,3,7.055913462,0.1
2699,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0,19,0,7,3,6,0,5,1,2,2,3,3,9.588695513,0
2700,22,No,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1,16,1,1,2,1,0,0,4,4,2,4,3,9.373112179,1
2701,53,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2,13,0,31,3,25,3,7,1,4,3,3,3,7.335180556,0.064516129
2702,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5,14,0,6,0,3,1,2,4,4,3,3,3,8.86080235,0.833333333
2703,24,No,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0,16,0,5,2,4,1,3,1,3,2,2,3,6.238244658,0
2704,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Director,Single,54860,7,12,1,10,2,5,0,3,3,1,3,3,3,5.700712607,0.7
2705,34,No,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0,11,1,13,2,12,2,11,1,2,3,3,3,5.744128205,0
2706,21,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1,12,1,0,3,0,0,0,3,4,3,3,3,5.313592949,0
2707,34,Yes,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2,13,0,8,2,4,1,3,2,1,3,1,3,7.337034188,0.25
2709,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,10,6,7,2,1,3,3,3,8.870982906,0.1
2711,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3,15,2,24,0,22,5,17,1,4,3,3,3,6.494413462,0.125
2712,46,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3,13,2,22,3,2,2,1,2,1,2,1,3,7.305666667,0.136363636
2713,33,No,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4,14,0,7,3,1,0,0,3,4,3,3,3,5.914235043,0.571428571
2714,44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,Male,5,Healthcare Representative,Married,47590,2,21,0,9,2,4,1,3,4,4,4,3,4,7.778944444,0.222222222
2715,30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1,16,1,10,3,10,1,8,4,3,3,3,3,5.675135684,0.1
2716,39,Yes,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730,3,14,1,19,3,1,0,0,4,4,4,3,3,5.940369658,0.157894737
2717,24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680,2,11,1,6,2,2,2,0,2,4,2,2,3,9.019094017,0.333333333
2718,43,No,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740,1,19,0,6,3,5,1,4,4,3,2,2,3,6.099586538,0.166666667
2719,50,Yes,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1,11,0,3,3,3,0,2,1,3,3,2,3,8.175942308,0.333333333
2720,35,No,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1,13,0,2,1,2,2,2,4,4,3,3,3,6.448310897,0.5
2721,36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,9,12,1,6,2,1,0,0,2,1,4,2,3,8.077253205,1.5
2722,33,No,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2,11,0,10,2,5,1,3,3,1,3,2,3,5.964580128,0.2
2723,35,No,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1,14,1,1,2,1,0,0,3,4,3,3,3,5.663200855,1
2724,27,No,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1,15,1,1,3,1,0,0,4,1,3,2,3,6.976503205,1
2725,26,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040,1,12,0,1,6,1,0,1,1,3,2,3,3,7.167036325,1
2726,27,No,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1,20,1,9,1,9,1,7,4,3,3,3,4,6.018021368,0.111111111
2727,30,No,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330,1,14,1,12,3,12,3,7,3,4,3,1,3,6.367853632,0.083333333
2728,41,Yes,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1,13,1,23,2,22,15,8,2,3,3,3,3,5.521507479,0.043478261
2729,34,No,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0,13,1,10,2,9,8,7,2,3,3,2,3,7.031148504,0
2730,37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640,4,16,0,8,3,1,0,0,2,2,3,2,3,5.381444444,0.5
2731,46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4,14,1,14,2,9,0,8,1,4,3,3,3,8.258801282,0.285714286
2732,35,No,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1,16,1,1,2,1,0,1,4,4,3,3,3,6.334389957,1
2733,48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,9,16,0,23,6,1,0,0,1,3,3,1,3,8.378364316,0.391304348
2734,28,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1,22,1,2,3,2,2,2,3,3,2,3,4,9.891792735,0.5
2735,44,No,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630,5,12,2,9,3,4,1,3,2,1,2,3,3,8.560451923,0.555555556
2736,35,No,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2,15,2,10,2,4,2,3,3,1,3,3,3,8.535876068,0.2
2738,33,No,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800,1,14,1,15,2,15,8,12,1,4,3,3,3,7.748598291,0.066666667
2739,35,No,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1,20,0,9,3,9,1,8,2,1,2,3,4,5.730323718,0.111111111
2740,35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3,13,0,4,6,2,2,2,3,1,3,2,3,8.289803419,0.75
2741,31,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3,12,1,10,3,7,1,7,4,4,2,3,3,5.308258547,0.3
2742,37,No,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1,13,0,7,2,7,0,7,1,3,4,3,3,6.671497863,0.142857143
2743,32,No,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1,11,0,9,2,9,7,8,1,4,3,3,3,7.300919872,0.111111111
2744,38,No,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1,17,3,10,2,10,9,9,4,4,3,3,3,5.423412393,0.1
2745,50,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5,14,3,29,2,27,13,8,2,3,2,3,3,8.979430556,0.172413793
2746,59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7,11,0,28,6,21,7,9,1,1,2,3,3,6.372434829,0.25
2747,36,No,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1,14,2,17,3,17,12,8,3,3,3,3,3,5.496330128,0.058823529
2748,55,No,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2,17,1,21,2,5,0,2,4,3,3,3,3,7.180925214,0.095238095
2749,36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1,13,0,6,5,6,0,3,2,2,3,3,3,6.657068376,0.166666667
2750,45,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2,12,1,25,5,1,0,0,2,1,3,3,3,6.197860043,0.08
2751,35,No,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4,13,1,5,3,3,1,2,2,1,2,3,3,5.451042735,0.8
2752,36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0,18,3,2,2,1,0,0,4,3,2,4,3,8.190449786,0
2753,59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7,19,1,20,4,4,1,3,1,3,2,2,3,6.180602564,0.35
2754,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0,11,0,6,3,5,0,4,3,2,3,3,3,7.257731838,0
2755,31,No,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1,21,1,1,2,1,1,0,3,2,3,1,4,5.799426282,1
2756,32,No,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1,15,1,10,1,10,0,9,2,2,3,2,3,6.780803419,0.1
2757,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3,17,0,5,2,1,0,0,2,4,3,3,3,6.52853953,0.6
2758,31,No,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1,18,0,11,3,11,1,8,3,4,3,3,3,5.70424359,0.090909091
2759,35,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0,14,1,16,2,15,2,8,3,1,3,4,3,5.27028312,0
2760,45,No,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4,13,0,17,3,0,0,0,4,1,4,1,3,7.876059829,0.235294118
2761,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4,17,3,16,3,5,0,2,1,3,4,3,3,5.78078312,0.25
2762,46,No,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8,15,1,16,0,4,0,2,2,2,3,3,3,9.222940171,0.5
2763,30,No,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1,18,1,10,2,10,3,0,4,4,2,3,3,8.168236111,0.1
2764,35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1,13,0,6,5,6,0,4,2,3,3,3,3,7.052748932,0.166666667
2765,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3,12,1,24,4,1,1,0,1,4,3,3,3,5.865813034,0.125
2766,38,No,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7,13,2,17,2,13,1,9,2,4,3,4,3,8.122630342,0.411764706
2767,34,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Research Scientist,Married,58780,1,14,0,5,1,5,1,3,1,2,3,3,3,6.957878205,0.2
2768,56,No,Travel_Rarely,Human Resources,2,1,Medical,Male,2,Sales Executive,Single,26440,4,11,1,37,2,6,0,2,4,4,2,3,3,5.745461538,0.108108108
2769,23,No,Travel_Rarely,Research & Development,10,3,Medical,Male,2,Laboratory Technician,Divorced,64390,3,22,3,3,2,0,0,0,3,1,3,3,4,5.957584402,1
2770,51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,5,Manufacturing Director,Married,24510,3,17,0,10,2,4,0,3,4,4,3,2,3,6.218049145,0.3
2771,30,No,Travel_Rarely,Sales,8,2,Technical Degree,Male,1,Sales Representative,Married,63920,1,21,1,11,2,11,10,8,3,4,3,4,4,7.055507479,0.090909091
2772,46,Yes,Travel_Rarely,Sales,1,2,Medical,Female,2,Research Scientist,Single,97140,1,22,0,9,0,9,4,7,3,4,3,3,4,5.614988248,0.111111111
2773,40,No,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Healthcare Representative,Married,60770,1,16,2,22,2,22,11,11,3,2,2,2,3,6.824393162,0.045454545
2774,51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,5,Sales Representative,Single,24500,0,12,1,11,2,10,1,0,3,4,1,3,3,9.602666667,0
2775,30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Manufacturing Director,Divorced,92500,1,12,3,11,0,11,2,7,3,2,2,3,3,7.245772436,0.090909091
2776,46,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Laboratory Technician,Married,20740,2,15,1,21,3,10,9,5,3,1,2,3,3,8.474103632,0.095238095
2777,32,No,Travel_Rarely,Sales,15,3,Marketing,Male,1,Research Scientist,Single,101690,1,14,0,12,6,11,5,7,2,3,3,2,3,6.567347222,0.083333333
2778,54,No,Travel_Rarely,Research & Development,25,1,Medical,Female,1,Laboratory Technician,Married,48550,9,25,1,16,2,4,0,3,1,3,1,2,4,6.924780983,0.5625
2779,24,No,Travel_Rarely,Sales,6,2,Marketing,Male,2,Research Scientist,Married,40870,0,20,3,4,1,3,0,2,1,3,2,3,4,7.091988248,0
2780,28,No,Non-Travel,Sales,9,4,Medical,Male,2,Laboratory Technician,Married,23670,1,13,0,5,2,5,0,4,2,3,4,2,3,5.293233974,0.2
2781,58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Single,29720,0,14,0,38,2,37,1,8,4,3,2,4,3,6.666394231,0
2782,44,No,Non-Travel,Research & Development,23,2,Medical,Female,1,Research Scientist,Married,195860,4,16,0,17,3,3,1,2,2,2,4,2,3,6.192950855,0.235294118
2783,37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,Male,2,Healthcare Representative,Divorced,54840,4,17,0,7,4,3,0,2,3,1,3,3,3,9.565266026,0.571428571
2784,32,No,Travel_Rarely,Human Resources,12,2,Human Resources,Female,1,Sales Representative,Single,20610,1,15,1,1,2,1,0,0,4,1,3,2,3,7.028494658,1
2785,20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,Female,2,Healthcare Representative,Single,99240,1,22,0,1,3,1,1,0,4,4,3,3,4,9.612035256,1
2786,34,No,Travel_Rarely,Research & Development,1,4,Other,Male,4,Laboratory Technician,Single,41980,1,22,1,16,2,16,2,10,1,3,3,2,4,7.093089744,0.0625
2787,37,No,Non-Travel,Sales,24,2,Life Sciences,Male,1,Research Scientist,Divorced,68150,5,20,1,17,3,1,0,0,3,4,4,3,4,6.957099359,0.294117647
2788,59,No,Non-Travel,Research & Development,12,2,Life Sciences,Male,2,Sales Executive,Married,47230,9,14,0,30,0,3,2,2,3,4,3,3,3,6.501003205,0.3
2789,50,No,Travel_Frequently,Research & Development,3,4,Medical,Male,4,Research Scientist,Married,61420,3,13,2,28,3,8,0,7,1,2,2,2,3,9.133861111,0.107142857
2790,25,Yes,Travel_Rarely,Sales,10,1,Marketing,Male,2,Research Director,Single,82370,1,13,0,6,6,6,0,3,3,3,3,2,3,7.810735043,0.166666667
2791,25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Married,88530,1,22,1,2,3,2,2,1,4,4,3,3,4,6.812899573,0.5
2792,22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Sales Representative,Single,193310,1,12,1,1,2,0,0,0,2,4,3,3,3,5.583550214,1
2793,51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,1,Sales Executive,Single,20730,3,14,1,23,4,13,12,8,1,1,2,3,3,6.957263889,0.130434783
2794,34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,Female,5,Sales Executive,Single,55620,1,15,0,9,3,9,0,6,1,3,3,3,3,7.313180556,0.111111111
